Gene	FC	FDR	pct.exp	ID	Class	Direction
263	PNO1	0.758591097669615	2.36362380226719e-67	56.7444355054974	CA1_Posterior	CA1	Posterior
264	PPFIBP1	0.304469873342043	4.62460545498785e-20	82.3277017967283	CA1_Posterior	CA1	Posterior
265	PPM1E	0.874368037333823	2.90581134432897e-234	95.4411370340574	CA1_Posterior	CA1	Posterior
266	PPP1R12A	0.426152459902	8.67491572758295e-40	83.9903459372486	CA1_Posterior	CA1	Posterior
267	PPP2R5C	0.340369733967028	9.63580416545117e-22	66.4789487798337	CA1_Posterior	CA1	Posterior
268	PRICKLE2	0.828551812871299	7.85635537756297e-124	85.5725395548404	CA1_Posterior	CA1	Posterior
269	PRKAR2B	0.458123972223004	4.24678021471711e-27	57.1735049611156	CA1_Posterior	CA1	Posterior
270	PRKCA	0.665680709383404	2.44078235818762e-116	92.2499329578976	CA1_Posterior	CA1	Posterior
271	PRKCB	0.416426767369416	3.1587861132511e-38	83.5344596406543	CA1_Posterior	CA1	Posterior
272	PRKCE	0.567625457964103	1.3185670999393e-102	92.5717350496112	CA1_Posterior	CA1	Posterior
273	PRKG1	0.431990213205276	4.61852404699905e-41	87.0742826495039	CA1_Posterior	CA1	Posterior
274	PRR16	-0.477579727875832	1.46596415384726e-62	36.5781710914454	CA1_Anterior	CA1	Anterior
275	PSD3	0.424595028491398	1.85358086957756e-30	89.5414320193081	CA1_Posterior	CA1	Posterior
276	PTPN13	0.375940886610529	3.05722991811511e-18	67.5248055779029	CA1_Posterior	CA1	Posterior
277	PTPN9	0.402097968202453	1.56863431139933e-22	50.2279431482971	CA1_Posterior	CA1	Posterior
278	PTPRD	-0.567043861231584	3.12717397215007e-98	97.5060337892196	CA1_Anterior	CA1	Anterior
279	PTPRK	-0.392463267683785	1.85677154111283e-27	38.4553499597747	CA1_Anterior	CA1	Anterior
280	PTPRN2	0.493174242949887	4.74720811503039e-98	97.3451327433628	CA1_Posterior	CA1	Posterior
281	PTPRR	-0.436177182217647	4.12230290069036e-34	36.899973183159	CA1_Anterior	CA1	Anterior
282	QKI	-0.390549097649185	5.85362263271982e-17	72.1104853848217	CA1_Anterior	CA1	Anterior
283	R3HDM1	-0.384718526612752	1.72483556383257e-29	82.461786001609	CA1_Anterior	CA1	Anterior
284	RAB11FIP3	0.342728373579783	3.22514065506423e-20	69.2410834003754	CA1_Posterior	CA1	Posterior
285	RAB27B	-0.392843774662918	1.71680522077471e-38	39.6621078037007	CA1_Anterior	CA1	Anterior
286	RALGPS2	0.336991324214205	2.12298157805933e-18	65.7817109144543	CA1_Posterior	CA1	Posterior
287	RANBP2	0.338655207442568	5.24437228832569e-20	61.7055510860821	CA1_Posterior	CA1	Posterior
288	RAPGEF5	0.493766885002398	3.48440921782699e-84	92.3840171627782	CA1_Posterior	CA1	Posterior
289	RASGRF1	0.3733437241561	5.36492066218526e-17	66.2644140520247	CA1_Posterior	CA1	Posterior
290	RCAN2	0.378292159720254	3.94290003982467e-28	44.1405202467149	CA1_Posterior	CA1	Posterior
291	RCOR1	0.494842159288167	2.6272824748215e-34	57.4416733708769	CA1_Posterior	CA1	Posterior
292	RGL1	0.603799624805197	1.31294313507231e-75	85.0093858943416	CA1_Posterior	CA1	Posterior
293	RGS7	0.478648309035156	6.06982850777722e-94	97.6937516760526	CA1_Posterior	CA1	Posterior
294	RGS7BP	0.478757062412084	1.65137077465685e-23	69.9115044247788	CA1_Posterior	CA1	Posterior
295	RHEB	0.575123496371067	1.21338493468442e-42	65.7012603915259	CA1_Posterior	CA1	Posterior
296	RICTOR	0.386156477986064	6.73287725978208e-22	72.9149906141057	CA1_Posterior	CA1	Posterior
297	RIN2	0.548232873340927	6.38635290610442e-36	55.7253955484044	CA1_Posterior	CA1	Posterior
298	RIT2	-0.580841914389545	5.40774742458933e-110	35.8004827031376	CA1_Anterior	CA1	Anterior
299	RNF144A	-0.361564575088968	2.71784173675725e-25	40.0911772593188	CA1_Anterior	CA1	Anterior
300	RNF150	0.352146939000002	6.88388325785349e-18	75.1407884151247	CA1_Posterior	CA1	Posterior
301	ROBO1	0.392950886111212	1.657841107659e-17	78.6806114239743	CA1_Posterior	CA1	Posterior
302	ROBO2	1.08951338621793	2.40267048437483e-197	96.0042906945562	CA1_Posterior	CA1	Posterior
303	ROCK2	0.328663703515097	6.96574041913893e-26	78.7610619469027	CA1_Posterior	CA1	Posterior
304	RP11-2E17.1	1.09265425651249	4.0281980621957e-70	68.5974792169482	CA1_Posterior	CA1	Posterior
305	RPS6KA2	-0.662892818071516	2.25736176180212e-76	38.911236256369	CA1_Anterior	CA1	Anterior
306	RPS6KA5	-0.367769886320914	1.31218164318885e-24	41.0029498525074	CA1_Anterior	CA1	Anterior
307	RPS6KC1	0.386740181004582	4.24678021471711e-27	70.7428264950389	CA1_Posterior	CA1	Posterior
308	RRAS2	0.731248161059357	8.87678531801191e-61	63.9313488871011	CA1_Posterior	CA1	Posterior
309	RTN1	-0.384047443879986	1.43942052492699e-32	73.585411638509	CA1_Anterior	CA1	Anterior
310	RTN4RL1	0.397717148638993	1.22540883115701e-20	55.6181281844999	CA1_Posterior	CA1	Posterior
311	RUNX1T1	-0.588133882177596	7.42420023772789e-62	61.0351300616787	CA1_Anterior	CA1	Anterior
312	RYR3	0.593413992001246	5.73592396324644e-105	92.732636095468	CA1_Posterior	CA1	Posterior
313	SAMD3	0.378430607933748	8.51050704598004e-16	60.2306248323947	CA1_Posterior	CA1	Posterior
314	SAMD5	-0.41357647546652	5.36884279578137e-17	59.9892732636095	CA1_Anterior	CA1	Anterior
315	SAP18	0.351496286583254	1.3777766847768e-19	45.4009117725932	CA1_Posterior	CA1	Posterior
316	SATB2	-0.350740666777157	1.24262255646197e-23	55.644945025476	CA1_Anterior	CA1	Anterior
317	SCN3A	-0.403152873232823	4.08705472030322e-28	53.0705282917672	CA1_Anterior	CA1	Anterior
318	SEC14L1	0.567666281656134	1.46065583622131e-48	49.7452400107267	CA1_Posterior	CA1	Posterior
319	SH3RF1	0.693733122986978	6.75163946720063e-52	65.5403593456691	CA1_Posterior	CA1	Posterior
320	SH3RF3	0.355648335820183	2.72592144413724e-17	70.0455886296594	CA1_Posterior	CA1	Posterior
321	SHANK1	0.320475760201532	7.33212035348251e-16	43.0678466076696	CA1_Posterior	CA1	Posterior
322	SHANK2	0.324364369369702	1.84148839110182e-27	87.7447036739072	CA1_Posterior	CA1	Posterior
323	SHC3	0.638271709470845	4.94427573532435e-38	76.21346205417	CA1_Posterior	CA1	Posterior
324	SHISA6	0.887484826794403	3.07595962965085e-95	81.4963797264682	CA1_Posterior	CA1	Posterior
325	SHISA9	-0.975552380358374	8.46018998066354e-148	67.5248055779029	CA1_Anterior	CA1	Anterior
326	SIDT1	0.49885334208829	6.11760385506584e-23	69.160632877447	CA1_Posterior	CA1	Posterior
327	SIK2	0.474757239476984	1.91840078019216e-31	74.1485652990078	CA1_Posterior	CA1	Posterior
328	SIPA1L3	0.527327436500387	2.52856430249428e-42	82.2204344328238	CA1_Posterior	CA1	Posterior
329	SLC24A3	1.08327286323553	4.13536472653051e-149	86.7792973987664	CA1_Posterior	CA1	Posterior
330	SLC25A25	0.349191938902883	1.85018739406026e-26	33.0115312416197	CA1_Posterior	CA1	Posterior
331	SLC2A3	0.635716111228781	4.47972037483327e-38	60.284258514347	CA1_Posterior	CA1	Posterior
332	SLC35F3	0.573329945492974	4.22526979763725e-60	85.3848216680075	CA1_Posterior	CA1	Posterior
333	SLC39A11	0.501735276224282	8.46280816392983e-34	66.8275677125235	CA1_Posterior	CA1	Posterior
334	SLC44A1	-0.458324056695436	1.75843634691652e-26	64.0654330919818	CA1_Anterior	CA1	Anterior
335	SLC44A5	-0.550892052052083	1.12051503856281e-67	54.035934566908	CA1_Anterior	CA1	Anterior
336	SNAP91	-0.486198041832851	1.08836283351504e-48	62.912308930008	CA1_Anterior	CA1	Anterior
337	SNED1	-0.664832833641958	4.20231150030733e-66	45.0522928399035	CA1_Anterior	CA1	Anterior
338	SNRK	0.369574049408208	2.25875194631956e-29	46.8222043443282	CA1_Posterior	CA1	Posterior
339	SNTG1	0.345862263833832	1.21193344307462e-53	97.9082864038616	CA1_Posterior	CA1	Posterior
340	SORBS1	0.405162457481318	1.70291000528067e-35	83.8830785733441	CA1_Posterior	CA1	Posterior
341	SORCS3	0.38781633769671	3.07252022944035e-16	70.2601233574685	CA1_Posterior	CA1	Posterior
342	SORL1	0.32991311787054	2.81616381573197e-17	65.8889782783588	CA1_Posterior	CA1	Posterior
343	SORT1	0.404995503578035	6.20218885141482e-24	71.7886832931081	CA1_Posterior	CA1	Posterior
344	SPHKAP	0.703239171441644	5.50615233541711e-83	85.9479753285063	CA1_Posterior	CA1	Posterior
345	SPOCK1	-0.656839480390892	7.65695773676709e-62	51.1128989005095	CA1_Anterior	CA1	Anterior
346	SPRED2	0.782889575534381	4.05482492143385e-61	64.8431214802896	CA1_Posterior	CA1	Posterior
347	SRGAP2	0.476174864619174	1.16700106453572e-28	70.5014749262537	CA1_Posterior	CA1	Posterior
348	SRGAP2B	0.571695342435605	3.32248637640918e-40	63.3681952266023	CA1_Posterior	CA1	Posterior
349	SRGAP2C	0.425483252891762	5.81174184365025e-21	61.1960311075355	CA1_Posterior	CA1	Posterior
350	SRGAP3	0.511507425617382	3.19387639493876e-77	89.6218825422365	CA1_Posterior	CA1	Posterior
351	SRSF7	0.609711299235718	7.36894065192229e-46	59.5333869670153	CA1_Posterior	CA1	Posterior
352	SSBP2	-0.397715878344721	2.38950596939228e-36	49.9865915795119	CA1_Anterior	CA1	Anterior
353	ST6GALNAC3	0.348267531167225	3.57634820131803e-17	60.1769911504425	CA1_Posterior	CA1	Posterior
354	ST6GALNAC5	0.564431135941664	1.6196601430574e-91	94.8243496916063	CA1_Posterior	CA1	Posterior
355	ST8SIA5	0.392650257180855	1.79296897750952e-22	58.0048270313757	CA1_Posterior	CA1	Posterior
356	STOX2	-0.350963617082583	1.59196234353464e-20	44.3282381335479	CA1_Anterior	CA1	Anterior
357	STX12	0.439427086544552	1.72552227197322e-29	67.9270581925449	CA1_Posterior	CA1	Posterior
358	STXBP5L	0.66160828039868	3.41622675934183e-157	99.5441137034057	CA1_Posterior	CA1	Posterior
359	SV2B	0.586178306366309	6.94297777303046e-57	81.5231965674444	CA1_Posterior	CA1	Posterior
360	SYN2	-0.555970542106953	6.72564134577827e-63	60.6060606060606	CA1_Anterior	CA1	Anterior
361	SYNDIG1	-0.386126837221772	5.49514718736361e-23	35.478680611424	CA1_Anterior	CA1	Anterior
362	SYNE1	0.31871673010844	3.43163467260545e-36	94.3148297130598	CA1_Posterior	CA1	Posterior
363	SYT17	0.441696394124178	7.02177611359598e-24	53.016894609815	CA1_Posterior	CA1	Posterior
364	TBC1D1	0.340705753110631	1.07669898054571e-15	62.912308930008	CA1_Posterior	CA1	Posterior
365	TEAD1	0.311686868641653	4.14490822384058e-21	85.7334406006972	CA1_Posterior	CA1	Posterior
366	TENM2	-0.587822365952823	1.71449613163259e-117	98.2300884955752	CA1_Anterior	CA1	Anterior
367	TENM3	0.302190669847575	8.38019842227854e-11	54.5990882274068	CA1_Posterior	CA1	Posterior
368	TESC	0.489862243052608	5.65595350697291e-28	45.6958970233307	CA1_Posterior	CA1	Posterior
369	TFDP2	0.345407996155521	3.52439101932482e-19	77.822472512738	CA1_Posterior	CA1	Posterior
370	THSD4	1.09315575740363	3.34205810496577e-113	75.006704210244	CA1_Posterior	CA1	Posterior
371	THSD7A	0.504357247859553	1.20838763560438e-32	51.8905872888174	CA1_Posterior	CA1	Posterior
372	TMEFF2	-0.679175714424551	2.76886061244487e-73	45.1059265218557	CA1_Anterior	CA1	Anterior
373	TMEM132D	-0.585270618505688	4.06751493620688e-34	38.7771520514883	CA1_Anterior	CA1	Anterior
374	TMEM178A	0.348401060962627	4.51276859687256e-19	67.7661571466881	CA1_Posterior	CA1	Posterior
375	TMEM178B	0.344082591162816	8.74759417691599e-44	92.9739876642532	CA1_Posterior	CA1	Posterior
376	TMEM2	0.393861031255199	6.44690018250113e-15	68.3024939662108	CA1_Posterior	CA1	Posterior
377	TMTC1	-0.337832469754916	2.89396935059774e-16	68.3024939662108	CA1_Anterior	CA1	Anterior
378	TNFRSF10B	0.37695824137669	1.94742573822021e-25	38.7235183695361	CA1_Posterior	CA1	Posterior
379	TPM4	0.377761177037011	2.18160585172203e-28	41.9683561276482	CA1_Posterior	CA1	Posterior
380	TRAF3	0.412235186271793	5.85102275676098e-22	58.46071332797	CA1_Posterior	CA1	Posterior
381	TSHZ2	-1.05849313170073	4.982171648459e-158	29.4985250737463	CA1_Anterior	CA1	Anterior
382	TSPAN5	0.3492744063365	3.26545096934943e-31	91.8208635022794	CA1_Posterior	CA1	Posterior
383	TTC28	-0.306990285157622	6.11529868561318e-23	44.5159560203808	CA1_Anterior	CA1	Anterior
384	TTC39C	0.614534554550457	4.52766923974191e-53	74.3362831858407	CA1_Posterior	CA1	Posterior
385	TTLL7	-0.34372136645743	2.43748156048539e-19	67.551622418879	CA1_Anterior	CA1	Anterior
386	UNC5C	0.430468988873058	4.41358867989291e-28	84.2853311879861	CA1_Posterior	CA1	Posterior
387	USP36	0.410976108061218	6.20218885141482e-24	47.0903727540896	CA1_Posterior	CA1	Posterior
388	USP53	0.503256307276503	8.33351241723218e-28	63.5827299544114	CA1_Posterior	CA1	Posterior
389	VPS37B	0.52892089728702	3.59771515674298e-34	64.4945025475999	CA1_Posterior	CA1	Posterior
390	WASL	0.328849755095115	2.78219609680701e-19	43.3896486993832	CA1_Posterior	CA1	Posterior
391	WBSCR17	0.636108016095693	1.95368280780634e-131	93.1617055510861	CA1_Posterior	CA1	Posterior
392	WIPF3	0.613281014577171	9.96377414879515e-60	71.3596138374899	CA1_Posterior	CA1	Posterior
393	XKR6	0.350033897129413	7.98353536984299e-30	88.2542236524537	CA1_Posterior	CA1	Posterior
394	ZBTB20	0.844037252997172	2.54697129234072e-136	90.319120407616	CA1_Posterior	CA1	Posterior
395	ZDHHC14	0.625345347580121	2.83811626630708e-69	80.6114239742558	CA1_Posterior	CA1	Posterior
396	ZEB2	0.533687545743492	5.07029272146174e-38	84.3657817109145	CA1_Posterior	CA1	Posterior
397	ZMAT4	-0.526504421232167	1.79008143034602e-68	25.4491820863502	CA1_Anterior	CA1	Anterior
398	ZNF331	0.915846278183524	7.75393182131157e-85	68.3024939662108	CA1_Posterior	CA1	Posterior
399	ZNF704	-0.370631214046083	8.68437510011259e-40	35.2641458836149	CA1_Anterior	CA1	Anterior
400	ZNF804A	1.0517265683397	1.69971079750665e-96	74.0144810941271	CA1_Posterior	CA1	Posterior
401	ADGRL3	-0.303002103178257	6.66421755644275e-30	96.119223844769	Cluster0_Anterior	Cluster0	Anterior
402	ADRBK2	0.349821090038003	9.32944333475269e-08	66.5333066613323	Cluster0_Posterior	Cluster0	Posterior
403	AHI1	0.343076911250737	4.1791816118392e-22	89.1978395679136	Cluster0_Posterior	Cluster0	Posterior
404	ALDH1A2	1.25550710132384	1.61155958920197e-78	58.1516303260652	Cluster0_Posterior	Cluster0	Posterior
405	ANKRD30BL	-0.351516264376856	6.38838818546087e-14	79.2358471694339	Cluster0_Anterior	Cluster0	Anterior
406	ARAP2	-0.434297648756172	9.21211251257552e-13	47.7295459091818	Cluster0_Anterior	Cluster0	Anterior
407	ARHGAP24	-0.387921642457422	1.65356393653288e-09	40.9281856371274	Cluster0_Anterior	Cluster0	Anterior
408	ASIC2	-0.492896300167162	2.90448722412552e-16	72.0544108821764	Cluster0_Anterior	Cluster0	Anterior
409	BCL11B	0.308509052357683	4.62951729006451e-06	58.6717343468694	Cluster0_Posterior	Cluster0	Posterior
410	BICC1	-0.319454611933693	2.24128288981339e-07	50.5501100220044	Cluster0_Anterior	Cluster0	Anterior
411	BTNL9	0.424900852496735	1.02242374898705e-17	55.8111622324465	Cluster0_Posterior	Cluster0	Posterior
412	CACNA1A	0.399426238582359	3.08997888518479e-11	70.6341268253651	Cluster0_Posterior	Cluster0	Posterior
413	CACNA2D3	0.361230398260216	1.46904500650893e-09	79.5759151830366	Cluster0_Posterior	Cluster0	Posterior
414	CADM1	-0.387929265204225	1.81596175647014e-27	87.6375275055011	Cluster0_Anterior	Cluster0	Anterior
415	CAMK2D	-0.324378461002319	6.06124025015753e-09	39.0678135627125	Cluster0_Anterior	Cluster0	Anterior
416	CATSPER2	0.337781034909017	2.89621779877476e-08	52.3304660932186	Cluster0_Posterior	Cluster0	Posterior
417	CDH12	-0.364073285348527	2.18645774343389e-07	47.249449889978	Cluster0_Anterior	Cluster0	Anterior
418	CDH13	-0.715417258877023	3.43197451448151e-28	70.4940988197639	Cluster0_Anterior	Cluster0	Anterior
419	CDH18	0.308644948493294	5.83670046732486e-14	87.7775555111022	Cluster0_Posterior	Cluster0	Posterior
420	CHRM3	-0.527740447997894	6.28925436470017e-20	25.9251850370074	Cluster0_Anterior	Cluster0	Anterior
421	CNTN4	-0.928556328188062	1.82700866618739e-49	55.131026205241	Cluster0_Anterior	Cluster0	Anterior
422	CNTN5	-0.455086869934409	2.50181793661872e-20	90.3580716143229	Cluster0_Anterior	Cluster0	Anterior
423	COL4A2	-0.313024958853847	1.5068869296711e-07	45.1490298059612	Cluster0_Anterior	Cluster0	Anterior
424	CTNNA3	-0.695405370617379	6.50646412694857e-57	41.1682336467293	Cluster0_Anterior	Cluster0	Anterior
425	DCC	0.321221255845126	2.00081357984861e-09	89.7179435887177	Cluster0_Posterior	Cluster0	Posterior
426	DIP2B	-0.407216253449885	1.64895349102746e-10	59.871974394879	Cluster0_Anterior	Cluster0	Anterior
427	DPP10	-0.849725262808874	8.84422860488967e-37	65.6131226245249	Cluster0_Anterior	Cluster0	Anterior
428	ELMO1	-0.310690484188357	1.64448641361437e-10	28.125625125025	Cluster0_Anterior	Cluster0	Anterior
429	ENOX1	-0.362642972172863	5.39550517728422e-09	39.2878575715143	Cluster0_Anterior	Cluster0	Anterior
430	EPHA5	0.324378243224563	5.35796847445226e-07	50.8301660332066	Cluster0_Posterior	Cluster0	Posterior
431	ERBB4	-0.572218923333646	1.27693791564412e-36	50.4900980196039	Cluster0_Anterior	Cluster0	Anterior
432	ERBIN	-0.305212877070941	8.7226111093564e-07	46.6093218643729	Cluster0_Anterior	Cluster0	Anterior
433	ESRRG	-0.821788107475135	5.63805910374305e-46	33.3466693338668	Cluster0_Anterior	Cluster0	Anterior
434	FAM153B	0.300367423671567	6.55204062048371e-13	25.7251450290058	Cluster0_Posterior	Cluster0	Posterior
435	FAT3	-0.416744971935795	3.97488334355473e-11	56.631326265253	Cluster0_Anterior	Cluster0	Anterior
436	FHIT	-0.3044027264978	8.36648378482167e-06	64.5729145829166	Cluster0_Anterior	Cluster0	Anterior
437	FRMD5	-0.441823862353905	1.14352639254602e-15	82.7365473094619	Cluster0_Anterior	Cluster0	Anterior
438	FRYL	-0.319706154296691	2.61385297232322e-07	47.4894978995799	Cluster0_Anterior	Cluster0	Anterior
439	FSTL4	-0.499160369368665	4.51271850752386e-15	61.9723944788958	Cluster0_Anterior	Cluster0	Anterior
440	FUT8	-0.320748476797994	5.27355626954532e-07	57.4514902980596	Cluster0_Anterior	Cluster0	Anterior
441	GABRA2	-0.39714142974834	2.92595336887579e-08	57.6915383076615	Cluster0_Anterior	Cluster0	Anterior
442	GALNT14	0.340853359055373	6.06124025015753e-09	41.4282856571314	Cluster0_Posterior	Cluster0	Posterior
443	GNA14	0.523579890904901	3.06349251604526e-30	45.1690338067614	Cluster0_Posterior	Cluster0	Posterior
444	GPC5	-0.601498093356344	5.25073206002669e-46	25.125025005001	Cluster0_Anterior	Cluster0	Anterior
445	GRAMD1B	0.345442108153259	1.37447372087189e-15	85.7371474294859	Cluster0_Posterior	Cluster0	Posterior
446	HDAC9	-0.37347800972988	6.74702306452596e-11	73.4146829365873	Cluster0_Anterior	Cluster0	Anterior
447	HIPK2	-0.392001776191863	2.49238775602425e-11	29.0458091618324	Cluster0_Anterior	Cluster0	Anterior
448	HS6ST3	-0.322727430719393	2.22336837621688e-30	96.7993598719744	Cluster0_Anterior	Cluster0	Anterior
449	IQCJ-SCHIP1	-0.496591820147977	1.98737317064126e-15	62.8125625125025	Cluster0_Anterior	Cluster0	Anterior
450	KCNC2	-0.317642806066809	4.86453894951095e-07	77.8155631126225	Cluster0_Anterior	Cluster0	Anterior
451	KCNT2	0.566475245854675	3.99415895029521e-14	51.0902180436087	Cluster0_Posterior	Cluster0	Posterior
452	KIAA1217	-0.313237616374511	1.51637601546989e-08	67.0734146829366	Cluster0_Anterior	Cluster0	Anterior
453	KSR1	0.306876269422739	1.41514338923576e-06	46.9493898779756	Cluster0_Posterior	Cluster0	Posterior
454	LDB2	0.333998615289843	1.55701508374949e-06	78.6157231446289	Cluster0_Posterior	Cluster0	Posterior
455	LINGO1	-0.333484035147396	1.5063638437441e-09	26.4052810562112	Cluster0_Anterior	Cluster0	Anterior
456	LRRC4C	-0.312833707271057	8.33749192532699e-14	88.0776155231046	Cluster0_Anterior	Cluster0	Anterior
457	LRRTM4	-0.417763731129525	2.02109117148713e-58	98.6997399479896	Cluster0_Anterior	Cluster0	Anterior
458	LYPD6B	0.402216734257286	3.78285381349786e-08	54.2108421684337	Cluster0_Posterior	Cluster0	Posterior
459	MAGI1	-0.349814900584461	1.36191945794813e-15	81.3962792558512	Cluster0_Anterior	Cluster0	Anterior
460	MAN2A1	-0.424169995248178	3.43373151026634e-21	32.626525305061	Cluster0_Anterior	Cluster0	Anterior
461	MARCH1	-0.982891932265288	1.51077606665556e-71	65.3930786157231	Cluster0_Anterior	Cluster0	Anterior
462	MBP	-0.532797981101966	1.08173858706572e-28	55.0910182036407	Cluster0_Anterior	Cluster0	Anterior
463	MIPEP	-0.348843747339345	1.16422648165021e-09	59.7719543908782	Cluster0_Anterior	Cluster0	Anterior
464	MMD2	0.458130199628328	9.52762061153701e-22	41.128225645129	Cluster0_Posterior	Cluster0	Posterior
465	MYO16	-0.602039358150666	1.80309050695937e-19	47.4094818963793	Cluster0_Anterior	Cluster0	Anterior
466	NPAS3	-0.316732244006125	1.67487539474484e-06	60.9121824364873	Cluster0_Anterior	Cluster0	Anterior
467	NRG1	-0.938021764556905	1.95288282269797e-46	61.0522104420884	Cluster0_Anterior	Cluster0	Anterior
468	NRXN3	0.303915926283056	9.04024978605439e-38	99.5799159831966	Cluster0_Posterior	Cluster0	Posterior
469	PCBP3	0.422496632077042	1.31413893216394e-13	80.6361272254451	Cluster0_Posterior	Cluster0	Posterior
470	PCDH7	-0.852295735272855	6.89081800180076e-53	75.1150230046009	Cluster0_Anterior	Cluster0	Anterior
471	PCDH9	-0.427321958322743	3.02195433481984e-82	99.499899979996	Cluster0_Anterior	Cluster0	Anterior
472	PDE4B	-0.480697374229426	7.91337449304138e-19	75.6351270254051	Cluster0_Anterior	Cluster0	Anterior
473	PDZD2	0.427878792585038	5.32091644854812e-10	66.9533906781356	Cluster0_Posterior	Cluster0	Posterior
474	PEX5L	-0.382797962279433	2.0911522045164e-31	95.3990798159632	Cluster0_Anterior	Cluster0	Anterior
475	PHACTR1	-0.37316974724036	2.44064143178748e-22	90.9781956391278	Cluster0_Anterior	Cluster0	Anterior
476	PPM1E	0.405185470710237	2.04607572380685e-71	99.1398279655931	Cluster0_Posterior	Cluster0	Posterior
477	PTPRD	-1.1025038513755	1.69890362482609e-162	92.5985197039408	Cluster0_Anterior	Cluster0	Anterior
478	PTPRG	-0.434415074829966	1.71425782464582e-16	58.6917383476695	Cluster0_Anterior	Cluster0	Anterior
479	PTPRR	-0.343167124196333	5.62018570761112e-10	38.0476095219044	Cluster0_Anterior	Cluster0	Anterior
480	QKI	-0.844918817419506	2.01445996312473e-64	75.4350870174035	Cluster0_Anterior	Cluster0	Anterior
481	RALYL	-0.508525542759102	8.88156133297353e-16	52.7905581116223	Cluster0_Anterior	Cluster0	Anterior
482	RAPGEF5	-0.388817912019855	6.43681906155271e-14	85.9571914382877	Cluster0_Anterior	Cluster0	Anterior
483	RBM26	-0.300803115864171	5.77226943084598e-06	69.8539707941588	Cluster0_Anterior	Cluster0	Anterior
484	RGS6	0.649886999890889	2.28207229210559e-21	80.3560712142428	Cluster0_Posterior	Cluster0	Posterior
485	ROBO2	-0.45262627300087	3.9249549581548e-19	80.0760152030406	Cluster0_Anterior	Cluster0	Anterior
486	SCART1	0.716670147700643	8.20142724596692e-37	56.3112622524505	Cluster0_Posterior	Cluster0	Posterior
487	SDK1	0.314740807867019	6.67248412956587e-06	56.7113422684537	Cluster0_Posterior	Cluster0	Posterior
488	SEMA5A	0.334356882489587	3.14791186538118e-38	96.879375875175	Cluster0_Posterior	Cluster0	Posterior
489	SGCD	-0.487807631622156	1.61663644745815e-11	61.4922984596919	Cluster0_Anterior	Cluster0	Anterior
490	SHISA6	0.314493569494442	4.21146301784303e-15	90.3180636127225	Cluster0_Posterior	Cluster0	Posterior
491	SHTN1	-0.358780911352356	4.48058765643459e-14	66.5933186637327	Cluster0_Anterior	Cluster0	Anterior
492	SIPA1L3	0.806927051511644	1.76346831896909e-76	89.4178835767153	Cluster0_Posterior	Cluster0	Posterior
493	SLC24A3	0.411352686434761	1.33778024363306e-25	90.4580916183237	Cluster0_Posterior	Cluster0	Posterior
494	SLC35F1	0.350981373782602	1.70577155949503e-08	50.1900380076015	Cluster0_Posterior	Cluster0	Posterior
495	SLC35F3	0.852980735900158	9.39799373107798e-75	89.9779955991198	Cluster0_Posterior	Cluster0	Posterior
496	SLC44A1	-0.409584211485746	1.25589101383515e-12	67.1734346869374	Cluster0_Anterior	Cluster0	Anterior
497	SLC47A1	0.418127132399864	2.94407737426616e-12	69.4738947789558	Cluster0_Posterior	Cluster0	Posterior
498	SLC8A1	-0.323090266872709	1.19070894701128e-07	79.5159031806361	Cluster0_Anterior	Cluster0	Anterior
499	SNTG1	0.549883136185671	1.42073458768993e-38	90.0380076015203	Cluster0_Posterior	Cluster0	Posterior
500	SORBS2	-0.441502343303991	1.21768368275209e-22	78.0556111222244	Cluster0_Anterior	Cluster0	Anterior
501	SORCS3	-0.405346708720671	1.60822515890182e-11	51.25025005001	Cluster0_Anterior	Cluster0	Anterior
502	SPHKAP	0.419489871865279	8.20019668598238e-28	89.0578115623125	Cluster0_Posterior	Cluster0	Posterior
503	STXBP5L	0.460311033499925	1.28547006848415e-91	99.1398279655931	Cluster0_Posterior	Cluster0	Posterior
504	SYNJ2	-0.306233403645492	6.06124025015753e-09	26.6853370674135	Cluster0_Anterior	Cluster0	Anterior
505	TANC1	0.304511408441899	2.40103017075649e-05	63.9527905581116	Cluster0_Posterior	Cluster0	Posterior
506	TENM2	-0.449326891495482	8.37865427250253e-52	98.6397279455891	Cluster0_Anterior	Cluster0	Anterior
507	TENM3	-1.12516765810544	6.75034664426316e-107	45.6891378275655	Cluster0_Anterior	Cluster0	Anterior
508	THSD7A	0.426134261100027	2.84830298644511e-09	64.7729545909182	Cluster0_Posterior	Cluster0	Posterior
509	TMEFF2	-0.403185808504887	2.70007449008928e-17	86.377275455091	Cluster0_Anterior	Cluster0	Anterior
510	TMEM132D	-0.309208876074279	1.21750070812804e-07	51.0702140428086	Cluster0_Anterior	Cluster0	Anterior
511	TMEM144	-0.352356503739741	4.65166738536894e-29	27.0454090818164	Cluster0_Anterior	Cluster0	Anterior
512	TMEM165	-0.347774899179806	3.44415815583773e-13	35.2870574114823	Cluster0_Anterior	Cluster0	Anterior
513	TMTC2	-0.412254466264879	3.96000438281503e-30	26.8053610722144	Cluster0_Anterior	Cluster0	Anterior
514	TNNT2	0.428441473595409	1.25839929748759e-26	39.6679335867173	Cluster0_Posterior	Cluster0	Posterior
